state,year,type,source,descrip,spon_names_raw,spon_names_clean,spon_total,spon_women,spon_men,prop_spon_women,spon_white,spon_black,spon_hispanic,spon_asian,spon_native,spon_islander,spon_other,spon_minority,spon_dem,spon_rep,spon_thi,spon_np,prop_spon_dem
Maryland,2022,abor_man,HB 937 ,"Requires abortion coverage in all private plans, including ACA Marketplace plans: 2023","Sen. Ariana Kelly [D], Del. Shane Pendergrass [D], Del. Joseline Pena-Melnyk [D], Del. Bonnie Cullison [D], Del. Samuel Rosenberg [D], Del. Gabriel Acevero [D], Del. Heather Bagnall [D], Del. Kumar Barve [D], Del. Vanessa Atterbeary [D], Del. Ben Barnes [D], Del. Lisa Belcastro [D], Del. Regina Boyce [D], Sen. Benjamin Brooks [D], Del. Jon Cardin [D], Del. Alfred Carr [D], Del. Lorig Charkoudian [D], Del. Luke Clippinger [D], Del. Charlotte Crutchfield [D], Del. Jessica Feldmark [D], Del. Wanika Fisher [D], Del. Linda Foley [D], Del. Catherine Forbes [D], Del. David Fraser-hidalgo [D], Del. James Gilchrist [D], Del. Michele Guyton [D], Del. Andrea Harrison [D], Del. Terri Hill [D], Del. Faye Howell [D], Del. Dana Jones [D], Del. Anne Kaiser [D], Del. Marc Korman [D], Del. Mary Lehman [D], Del. Jazz Lewis [D], Del. Robbyn Lewis [D], Del. Brooke Lierman [D], Del. Lesley Lopez [D], Sen. Sara Love [D], Del. Eric Luedtke [D], Del. Maggie McIntosh [D], Del. David Moon [D], Del. Julie Palakovich Carr [D], Del. Lily Qi [D], Del. Pamela Queen [D], Del. Kirill Reznik [D], Del. Sheila Ruth [D], Del. Emily Shetty [D], Del. Stephanie Smith [D], Del. Jared Solomon [D], Del. Dana Stein [D], Del. Vaughn Stewart [D], Del. Jen Terrasa [D], Del. Kriselda Valderrama [D], Sen. Alonzo Washington [D], Del. Melissa Wells [D], Del. Jheanelle Wilkins [D], Del. Nicole Williams [D], Sen. Karen Lewis Young [D]","Sen. Ariana Kelly [D], Del. Shane Pendergrass [D], Del. Joseline Pena-Melnyk [D], Del. Bonnie Cullison [D], Del. Samuel Rosenberg [D], Del. Gabriel Acevero [D], Del. Heather Bagnall [D], Del. Kumar Barve [D], Del. Vanessa Atterbeary [D], Del. Ben Barnes [D], Del. Lisa Belcastro [D], Del. Regina Boyce [D], Sen. Benjamin Brooks [D], Del. Jon Cardin [D], Del. Alfred Carr [D], Del. Lorig Charkoudian [D], Del. Luke Clippinger [D], Del. Charlotte Crutchfield [D], Del. Jessica Feldmark [D], Del. Wanika Fisher [D], Del. Linda Foley [D], Del. Catherine Forbes [D], Del. David Fraser-hidalgo [D], Del. James Gilchrist [D], Del. Michele Guyton [D], Del. Andrea Harrison [D], Del. Terri Hill [D], Del. Faye Howell [D], Del. Dana Jones [D], Del. Anne Kaiser [D], Del. Marc Korman [D], Del. Mary Lehman [D], Del. Jazz Lewis [D], Del. Robbyn Lewis [D], Del. Brooke Lierman [D], Del. Lesley Lopez [D], Sen. Sara Love [D], Del. Eric Luedtke [D], Del. Maggie McIntosh [D], Del. David Moon [D], Del. Julie Palakovich Carr [D], Del. Lily Qi [D], Del. Pamela Queen [D], Del. Kirill Reznik [D], Del. Sheila Ruth [D], Del. Emily Shetty [D], Del. Stephanie Smith [D], Del. Jared Solomon [D], Del. Dana Stein [D], Del. Vaughn Stewart [D], Del. Jen Terrasa [D], Del. Kriselda Valderrama [D], Sen. Alonzo Washington [D], Del. Melissa Wells [D], Del. Jheanelle Wilkins [D], Del. Nicole Williams [D], Sen. Karen Lewis Young [D]",57,40,17,0.701754386,,,,,,,,0,57,0,0,0,1
Maryland,2023,horm_ther,HB 283,"Mandated insurance coverage for hormone therapy, anti-discrimination.","Del. Anne Kaiser [D]	Del. Bonnie Cullison [D]	Del. Gabriel Acevero [D]	Del. Nick Allen [D]
Del. Marlon Amprey [D]	Del. Vanessa Atterbeary [D]	Del. Heather Bagnall [D]	Del. Ben Barnes [D]
Del. Kumar Barve [D]	Del. Regina Boyce [D]	Del. Jon Cardin [D]	Del. Lorig Charkoudian [D]
Del. Luke Clippinger [D]	Del. Eric Ebersole [D]	Del. Mark Edelson [D]	Del. Elizabeth Embry [D]
Del. Kris Fair [D]	Del. Jessica Feldmark [D]	Del. Diana Fennell [D]	Del. Linda Foley [D]
Del. Catherine Forbes [D]	Del. David Fraser-hidalgo [D]	Del. Brooke Grossman [D]	Del. Pam Guzzone [D]
Del. Terri Hill [D]	Del. Dana Jones [D]	Del. Aaron Kaufman [D]	Sen. Ariana Kelly [D]
Del. Ken Kerr [D]	Del. Mary Lehman [D]	Del. Robbyn Lewis [D]	Del. Lesley Lopez [D]
Sen. Sara Love [D]	Del. Aletheia McCaskill [D]	Del. Bernice Mireku-North [D]	Del. David Moon [D]
Del. Julie Palakovich Carr [D]	Del. Cheryl Pasteur [D]	Del. Lily Qi [D]	Del. Pamela Queen [D]
Del. Kirill Reznik [D]	Del. Samuel Rosenberg [D]	Del. Sheila Ruth [D]	Del. Emily Shetty [D]
Del. Karen Simpson [D]	Del. Stephanie Smith [D]	Del. Jared Solomon [D]	Del. Dana Stein [D]
Del. Vaughn Stewart [D]	Del. Deni Taveras [D]	Del. Jen Terrasa [D]	Del. Kriselda Valderrama [D]
Del. Joe Vogel [D]	Del. Courtney Watson [D]	Del. Melissa Wells [D]	Del. Jheanelle Wilkins [D]
Del. Natalie Ziegler [D]	Del. Joseline Pena-Melnyk [D]	Del. Jennifer White Holland [D]	Del. Ashanti Martinez [D]","Del. Anne Kaiser [D], Del. Bonnie Cullison [D], Del. Gabriel Acevero [D], Del. Nick Allen [D], Del. Marlon Amprey [D], Del. Vanessa Atterbeary [D], Del. Heather Bagnall [D], Del. Ben Barnes [D], Del. Kumar Barve [D], Del. Regina Boyce [D], Del. Jon Cardin [D], Del. Lorig Charkoudian [D], Del. Luke Clippinger [D], Del. Eric Ebersole [D], Del. Mark Edelson [D], Del. Elizabeth Embry [D], Del. Kris Fair [D], Del. Jessica Feldmark [D], Del. Diana Fennell [D], Del. Linda Foley [D], Del. Catherine Forbes [D], Del. David Fraser-hidalgo [D], Del. Brooke Grossman [D], Del. Pam Guzzone [D], Del. Terri Hill [D], Del. Dana Jones [D], Del. Aaron Kaufman [D], Sen. Ariana Kelly [D], Del. Ken Kerr [D], Del. Mary Lehman [D], Del. Robbyn Lewis [D], Del. Lesley Lopez [D], Sen. Sara Love [D], Del. Aletheia McCaskill [D], Del. Bernice Mireku-North [D], Del. David Moon [D], Del. Julie Palakovich Carr [D], Del. Cheryl Pasteur [D], Del. Lily Qi [D], Del. Pamela Queen [D], Del. Kirill Reznik [D], Del. Samuel Rosenberg [D], Del. Sheila Ruth [D], Del. Emily Shetty [D], Del. Karen Simpson [D], Del. Stephanie Smith [D], Del. Jared Solomon [D], Del. Dana Stein [D], Del. Vaughn Stewart [D], Del. Deni Taveras [D], Del. Jen Terrasa [D], Del. Kriselda Valderrama [D], Del. Joe Vogel [D], Del. Courtney Watson [D], Del. Melissa Wells [D], Del. Jheanelle Wilkins [D], Del. Natalie Ziegler [D], Del. Joseline Pena-Melnyk [D], Del. Jennifer White Holland [D], Del. Ashanti Martinez [D]",60,40,20,0.6666666667,,,,,,,,0,60,0,0,0,1
Maryland,2023,horm_ther,SB 460,"Mandated insurance coverage for hormone therapy, anti-discrimination.","Sen. Mary Washington [D]	Sen. Malcolm Augustine [D]	Sen. Sarah Elfreth [D]	Sen. Brian Feldman [D]
Sen. Guy Guzzone [D]	Sen. Shelly Hettleman [D]	Sen. Nancy King [D]	Sen. Benjamin Kramer [D]
Sen. Clarence Lam [D]	Sen. William Smith [D]	Sen. Jeff Waldstreicher [D]	Sen. Craig Zucker [D]
Sen. Arthur Ellis [D]	Sen. Antonio Hayes [D]","Sen. Mary Washington [D], Sen. Malcolm Augustine [D], Sen. Sarah Elfreth [D], Sen. Brian Feldman [D], Sen. Guy Guzzone [D], Sen. Shelly Hettleman [D], Sen. Nancy King [D], Sen. Benjamin Kramer [D], Sen. Clarence Lam [D], Sen. William Smith [D], Sen. Jeff Waldstreicher [D], Sen. Craig Zucker [D], Sen. Arthur Ellis [D], Sen. Antonio Hayes [D]",14,4,10,0.2857142857,,,,,,,,0,14,0,0,0,1
Massachusetts,2017,contra_ex_sup,HB 4009,Mandated insurance coverage for 12-month FDA approved contraceptives.,,,0,,,0,,,,,,,,0,,,,,0
Massachusetts,2017,contra_no_share,HB 4009,No cost sharing for FDA approved contraceptives.,,,0,,,0,,,,,,,,0,,,,,0
Massachusetts,2017,contra_script,HB 4009,Mandated insurance coverage for FDA-Approved contraceptives with a prescription. ,,,0,,,0,,,,,,,,0,,,,,0
Massachusetts,2022,abor_man,HB 5090,"Requires abortion coverage in all private plans, including ACA Marketplace plans: 2023","Rep. Marjorie Decker [D], Rep. Lindsay Sabadosa [D], Rep. Mike Connolly [D], Rep. Jack Lewis [D], Rep. Christina Minicucci [D], Rep. Lori Ehrlich [D], Rep. Carmine Gentile [D], Rep. David Linsky [D], Rep. Kay Khan [D], Rep. Ruth Balser [D], Rep. Steven Owens [D], Sen. Jason Lewis [D], Rep. Kevin Honan [D], Rep. Tommy Vitolo [D], Rep. David Rogers [D], Rep. Natalie Higgins [D], Rep. Sarah Peake [D], Rep. Ted Philips [D], Rep. James Arciero [D], Rep. David LeBoeuf [D], Rep. Michael Moran [D], Rep. Kate Lipper-Garabedian [D], Sen. Paul Mark [D], Sen. James Eldridge [D], Rep. Christine Barber [D], Sen. Joanne Comerford [D], Rep. Patricia Duffy [D], Sen. Dylan Fernandes [D], Rep. Adrian Madaro [D], Rep. Steven Ultrino [D], Rep. Peter Capano [D], Rep. Michael Kushmerek [D], Rep. Tram Nguyen [D], Sen. Julian Cyr [D], Sen. Harriette Chandler [D], Rep. Tami Gouveia [D], Sen. Rebecca Rausch [D], Rep. Natalie Blais [D], Rep. Meghan Kilcoyne [D]","Rep. Marjorie Decker [D], Rep. Lindsay Sabadosa [D], Rep. Mike Connolly [D], Rep. Jack Lewis [D], Rep. Christina Minicucci [D], Rep. Lori Ehrlich [D], Rep. Carmine Gentile [D], Rep. David Linsky [D], Rep. Kay Khan [D], Rep. Ruth Balser [D], Rep. Steven Owens [D], Sen. Jason Lewis [D], Rep. Kevin Honan [D], Rep. Tommy Vitolo [D], Rep. David Rogers [D], Rep. Natalie Higgins [D], Rep. Sarah Peake [D], Rep. Ted Philips [D], Rep. James Arciero [D], Rep. David LeBoeuf [D], Rep. Michael Moran [D], Rep. Kate Lipper-Garabedian [D], Sen. Paul Mark [D], Sen. James Eldridge [D], Rep. Christine Barber [D], Sen. Joanne Comerford [D], Rep. Patricia Duffy [D], Sen. Dylan Fernandes [D], Rep. Adrian Madaro [D], Rep. Steven Ultrino [D], Rep. Peter Capano [D], Rep. Michael Kushmerek [D], Rep. Tram Nguyen [D], Sen. Julian Cyr [D], Sen. Harriette Chandler [D], Rep. Tami Gouveia [D], Sen. Rebecca Rausch [D], Rep. Natalie Blais [D], Rep. Meghan Kilcoyne [D]",39,20,19,0.5128205128,,,,,,,,0,39,0,0,0,1
Michigan,2024,contra_script,HB 5435 ,Mandated insurance coverage for hormonal contraceptives with a prescription. ,"Rep. Stephanie Young [D], Rep. Kara Hope [D], Rep. Emily Dievendorf [D], Rep. Erin Byrnes [D], Rep. Carol Glanville [D], Rep. Jennifer Conlin [D], Rep. Sharon MacDonell [D], Rep. Alabas Farhat [D], Rep. Julie Brixie [D], Rep. Carrie Rheingans [D], Rep. Mike McFall [D], Rep. Jason Morgan [D], Rep. Natalie Price [D], Rep. Jimmie Wilson [D]","Rep. Stephanie Young [D], Rep. Kara Hope [D], Rep. Emily Dievendorf [D], Rep. Erin Byrnes [D], Rep. Carol Glanville [D], Rep. Jennifer Conlin [D], Rep. Sharon MacDonell [D], Rep. Alabas Farhat [D], Rep. Julie Brixie [D], Rep. Carrie Rheingans [D], Rep. Mike McFall [D], Rep. Jason Morgan [D], Rep. Natalie Price [D], Rep. Jimmie Wilson [D]",14,10,4,0.7142857143,,,,,,,,0,14,0,0,0,1
Minnesota,2010,gen_affirm_lim,SB 460,No insurance coverage for sex-reassignment surgery.,Sen. Linda Berglin [D],Sen. Linda Berglin [D],1,1,0,1,,,,,,,,0,1,0,0,0,1
Minnesota,2020,contra_script,SB 13,Mandated insurance coverage for FDA-Approved contraceptives with a prescription. ,"Sen. Michelle Benson [R], Sen. Rich Draheim [R], Sen. Justin Eichorn [R], Sen. Matt Klein [D], Sen. Karin Housley [R]","Sen. Michelle Benson [R], Sen. Rich Draheim [R], Sen. Justin Eichorn [R], Sen. Matt Klein [D], Sen. Karin Housley [R]",5,2,3,0.4,,,,,,,,0,1,4,0,0,0.2
Minnesota,2023,contra_ex_sup,SB 2995,Mandated insurance coverage for 12-month FDA approved contraceptives.,Sen. Melissa Wiklund [D],Sen. Melissa Wiklund [D],1,1,0,1,,,,,,,,0,1,0,0,0,1
Minnesota,2023,contra_no_share,SB 2995,No cost sharing for FDA approved contraceptives.,Sen. Melissa Wiklund [D],Sen. Melissa Wiklund [D],1,1,0,1,,,,,,,,0,1,0,0,0,1
Minnesota,2023,contra_script,SB 2744,Mandated insurance coverage for FDA-Approved contraceptives with a prescription. ,"Sen. Matt Klein [D], Sen. Nick Frentz [D]","Sen. Matt Klein [D], Sen. Nick Frentz [D]",2,0,2,0,,,,,,,,0,2,0,0,0,1
Minnesota,2024,gen_affirm_man,SB 4097,Mandated insurance coverage for gender affirming surgery.,Sen. Matt Klein [D],Sen. Matt Klein [D],1,0,1,0,,,,,,,,0,1,0,0,0,1
Mississippi,2010,abor_lim,SB 3214,Marketplace Limitations:  2010,"Sen. Billy Hewes [R], Sen. Alan Nunnelee [R]","Sen. Billy Hewes [R], Sen. Alan Nunnelee [R]",2,0,2,0,,,,,,,,0,0,2,0,0,0
Missouri,2010,abor_lim,S.B. 793,Marketplace Limitations: 2010,"Sen. Tom Dempsey [R], Sen. Jim Lembke [R], Sen. Robert Mayer [R], Sen. Gary Nodler [R], Rep. Bryan Pratt [R], Sen. Scott Rupp [R], Sen. William Stouffer [R]","Sen. Tom Dempsey [R], Sen. Jim Lembke [R], Sen. Robert Mayer [R], Sen. Gary Nodler [R], Rep. Bryan Pratt [R], Sen. Scott Rupp [R], Sen. William Stouffer [R]",7,0,7,0,,,,,,,,0,0,7,0,0,0
Montana,2021,abor_lim,HB 229,Marketplace Limitations: 2022,Rep. Jane Gillette [R],Rep. Jane Gillette [R],1,1,0,1,,,,,,,,0,0,1,0,0,0
Montana,2023,contra_ex_sup,HB 302,Mandated insurance coverage for 12-month FDA approved prescription contraceptives.,Rep. Alice Buckley [D],Rep. Alice Buckley [D],1,1,0,1,,,,,,,,0,1,0,0,0,1
Montana,2023,contra_script,HB 302,Mandated insurance coverage for FDA-Approved contraceptives with a prescription. ,Rep. Alice Buckley [D],Rep. Alice Buckley [D],1,1,0,1,,,,,,,,0,1,0,0,0,1
Montana,2023,fer_treat,SB 516,Mandates insurance coverage for diagnosis and treatment of infertility services. ,Sen. Jen Gross [D],Sen. Jen Gross [D],1,1,0,1,,,,,,,,0,1,0,0,0,1
Nebraska,2011,abor_lim,LB 22,Marketplace Limitations:  2011,Sen. Beau McCoy [N],Sen. Beau McCoy [N],1,0,1,0,,,,,,,,0,0,0,0,1,0
Nevada,2017,contra_ex_sup,AB 249,Mandated insurance coverage for 12-month FDA approved contraceptives.,"Rep. Jason Frierson [D], Rep. Shannon Bilbray-Axelrod [D], Rep. Michael Sprinkle [D], Rep. Teresa Benitez-Thompson [D], Rep. Steve Yeager [D], Rep. Elliot Anderson [D], Rep. Nelson Araujo [D], Sen. Chris Brooks [D], Rep. Irene Bustamante Adams [D], Rep. Maggie Carlton [D], Rep. Richard Carrillo [D], Rep. Lesley Cohen [D], Sen. Richard Daly [D], Rep. Olivia Diaz [D], Sen. Edgar Flores [D], Rep. Ozzie Fumo [D], Rep. Sandra Jauregui [D], Rep. Amber Joiner [D], Rep. William McCurdy [D], Rep. Brittney Miller [D], Rep. Daniele Monroe-Moreno [D], Sen. Dina Neal [D], Sen. James Ohrenschall [D], Rep. Ellen Spiegel [D], Rep. Heidi Swank [D], Rep. Tyrone Thompson [D], Rep. Justin Watkins [D]","Rep. Jason Frierson [D], Rep. Shannon Bilbray-Axelrod [D], Rep. Michael Sprinkle [D], Rep. Teresa Benitez-Thompson [D], Rep. Steve Yeager [D], Rep. Elliot Anderson [D], Rep. Nelson Araujo [D], Sen. Chris Brooks [D], Rep. Irene Bustamante Adams [D], Rep. Maggie Carlton [D], Rep. Richard Carrillo [D], Rep. Lesley Cohen [D], Sen. Richard Daly [D], Rep. Olivia Diaz [D], Sen. Edgar Flores [D], Rep. Ozzie Fumo [D], Rep. Sandra Jauregui [D], Rep. Amber Joiner [D], Rep. William McCurdy [D], Rep. Brittney Miller [D], Rep. Daniele Monroe-Moreno [D], Sen. Dina Neal [D], Sen. James Ohrenschall [D], Rep. Ellen Spiegel [D], Rep. Heidi Swank [D], Rep. Tyrone Thompson [D], Rep. Justin Watkins [D]",27,13,14,0.4814814815,,,,,,,,0,27,0,0,0,1
Nevada,2019,contra_script,SB 361,Mandated insurance coverage for FDA-Approved contraceptives with a prescription. ,"Sen. Nicole Cannizzaro [D], Sen. Yvanna Cancela [D], Sen. Julia Ratti [D], Sen. Joyce Woodhouse [D]","Sen. Nicole Cannizzaro [D], Sen. Yvanna Cancela [D], Sen. Julia Ratti [D], Sen. Joyce Woodhouse [D]",4,4,0,1,,,,,,,,0,4,0,0,0,1
Nevada,2023,contra_ex_sup,SB 161,Mandated insurance coverage for 12-month FDA approved contraceptives.,"Sen. Melanie Scheible [D], Sen. Dallas Harris [D], Sen. Patricia Spearman [D], Sen. Nicole Cannizzaro [D], Sen. Heidi Gansert [R], Sen. Richard Daly [D], Sen. Fabian Donate [D], Sen. Marilyn Dondero Loop [D], Sen. Edgar Flores [D], Sen. Pete Goicoechea [R], Sen. Ira Hansen [R], Sen. Lisa Krasner [R], Sen. Dina Neal [D], Sen. Rochelle Nguyen [D], Sen. James Ohrenschall [D], Sen. Julie Pazina [D], Sen. Jeff Stone [R]","Sen. Melanie Scheible [D], Sen. Dallas Harris [D], Sen. Patricia Spearman [D], Sen. Nicole Cannizzaro [D], Sen. Heidi Gansert [R], Sen. Richard Daly [D], Sen. Fabian Donate [D], Sen. Marilyn Dondero Loop [D], Sen. Edgar Flores [D], Sen. Pete Goicoechea [R], Sen. Ira Hansen [R], Sen. Lisa Krasner [R], Sen. Dina Neal [D], Sen. Rochelle Nguyen [D], Sen. James Ohrenschall [D], Sen. Julie Pazina [D], Sen. Jeff Stone [R]",17,10,7,0.5882352941,,,,,,,,0,12,5,0,0,0.7058823529
Nevada,2023,gen_affirm_man,SB 163,Mandated insurance coverage for gender affirming surgery.,Sen. Melanie Scheible [D]        Sen. Dallas Harris [D]        Sen. Patricia Spearman [D]        Rep. Cecelia Gonzalez [D],Sen. Melanie Scheible [D] Sen. Dallas Harris [D] Sen. Patricia Spearman [D] Rep. Cecelia Gonzalez [D],4,4,0,1,,,,,,,,0,4,0,0,0,1
New Hampshire,2014,er_dys_lim,HB 1615,No mandatory coverage for emergency distribution of erectile dysfunction treatment.,Rep. Kermit Williams [D]	Rep. Donna Schlachman [D]	Sen. Donna Soucy [D],"Rep. Kermit Williams [D], Rep. Donna Schlachman [D], Sen. Donna Soucy [D]",3,2,1,0.6666666667,,,,,,,,0,3,0,0,0,1
New Hampshire,2018,contra_ex_sup,SB 421,Mandated insurance coverage for 12-month FDA approved prescription contraceptives.,"Sen. Donna Soucy [D] Sen. Jeb Bradley [R] Sen. Daniel Innis [R] Sen. Bette Lasky [D], Rep. Mariellen MacKay [R] Rep. Peter Schmidt [D] Sen. Shannon Chandley [D] Rep. William Marsh [D]","Sen. Donna Soucy [D] Sen. Jeb Bradley [R] Sen. Daniel Innis [R] Sen. Bette Lasky [D], Rep. Mariellen MacKay [R] Rep. Peter Schmidt [D] Sen. Shannon Chandley [D] Rep. William Marsh [D]",8,4,4,0.5,,,,,,,,0,5,3,0,0,0.625
New Hampshire,2018,contra_no_share,SB 421,No cost sharing for FDA approved prescription contraceptives.,"Sen. Donna Soucy [D] Sen. Jeb Bradley [R] Sen. Daniel Innis [R] Sen. Bette Lasky [D], Rep. Mariellen MacKay [R] Rep. Peter Schmidt [D] Sen. Shannon Chandley [D] Rep. William Marsh [D]","Sen. Donna Soucy [D] Sen. Jeb Bradley [R] Sen. Daniel Innis [R] Sen. Bette Lasky [D], Rep. Mariellen MacKay [R] Rep. Peter Schmidt [D] Sen. Shannon Chandley [D] Rep. William Marsh [D]",8,4,4,0.5,,,,,,,,0,5,3,0,0,0.625
New Hampshire,2018,contra_script,HB 1822,Mandated insurance coverage for FDA-Approved contraceptives with a prescription. ,"Rep. Mariellen MacKay [R], Rep. Jerry Knirk [D], Rep. Peter Schmidt [D], Rep. James MacKay [D], Rep. Richard Hinch [R], Rep. Donald LeBrun [R], Rep. Lynne Ober [R], Rep. William Marsh [D], Sen. Donna Soucy [D], Sen. John Reagan [R]","Rep. Mariellen MacKay [R], Rep. Jerry Knirk [D], Rep. Peter Schmidt [D], Rep. James MacKay [D], Rep. Richard Hinch [R], Rep. Donald LeBrun [R], Rep. Lynne Ober [R], Rep. William Marsh [D], Sen. Donna Soucy [D], Sen. John Reagan [R]",10,3,7,0.3,,,,,,,,0,5,5,0,0,0.5
New Hampshire,2019,fer_treat,SB 279,Mandates insurance coverage for diagnosis and treatment of infertility services. ,"Sen. Martha Hennessey [D]        Sen. Thomas Sherman [D]        Sen. Melanie Levesque [D]        Sen. Jay Kahn [D]
Sen. Kevin Cavanaugh [D]        Sen. Jeb Bradley [R]        Sen. Charles Morse [R]","Sen. Martha Hennessey [D] Sen. Thomas Sherman [D] Sen. Melanie Levesque [D] Sen. Jay Kahn [D], Sen. Kevin Cavanaugh [D] Sen. Jeb Bradley [R] Sen. Charles Morse [R]",7,2,5,0.2857142857,,,,,,,,0,5,2,0,0,0.7142857143
New Jersey,2017,contra_ex_sup,AB 2297,Mandated insurance coverage for 12-month FDA approved prescription contraceptives.,"Rep. Valerie Huttle [D], Rep. Grace Spencer [D], Rep. Shavonda Sumter [D], Sen. Raj Mukherji [D], Rep. Marlene Caride [D], Rep. Joann Downey [D], Sen. Andrew Zwicker [D], Sen. Benjie Wimberly [D], Sen. Shirley Turner [D], Sen. Diane Allen [R], Rep. Elizabeth Maher Muoio [D], Sen. Gordon Johnson [D], Rep. Pamela Lampitt [D], Rep. Annette Quijano [D], Sen. John McKeon [D], Rep. John Wisniewski [D], Rep. Mila Jasey [D], Rep. Arthur Barclay [D], Sen. Sandra Cunningham [D], Sen. Robert Gordon [D], Sen. Teresa Ruiz [D], Sen. Angela Mcknight [D], Rep. Cleopatra Tucker [D], Rep. Craig Coughlin [D], Rep. Nicholas Chiaravalloti [D], Sen. Linda Greenstein [D]","Rep. Valerie Huttle [D], Rep. Grace Spencer [D], Rep. Shavonda Sumter [D], Sen. Raj Mukherji [D], Rep. Marlene Caride [D], Rep. Joann Downey [D], Sen. Andrew Zwicker [D], Sen. Benjie Wimberly [D], Sen. Shirley Turner [D], Sen. Diane Allen [R], Rep. Elizabeth Maher Muoio [D], Sen. Gordon Johnson [D], Rep. Pamela Lampitt [D], Rep. Annette Quijano [D], Sen. John McKeon [D], Rep. John Wisniewski [D], Rep. Mila Jasey [D], Rep. Arthur Barclay [D], Sen. Sandra Cunningham [D], Sen. Robert Gordon [D], Sen. Teresa Ruiz [D], Sen. Angela Mcknight [D], Rep. Cleopatra Tucker [D], Rep. Craig Coughlin [D], Rep. Nicholas Chiaravalloti [D], Sen. Linda Greenstein [D]",26,16,10,0.6153846154,,,,,,,,0,25,1,0,0,0.9615384615
New Jersey,2017,fer_treat,SB 1398,Mandates insurance coverage for diagnosis and treatment of infertility services. ,"Sen. Loretta Weinberg [D]	Sen. Nia Gill [D]	Rep. Pamela Lampitt [D]	Rep. Grace Spencer [D]
Rep. Valerie Huttle [D]	Sen. John McKeon [D]	Sen. Raj Mukherji [D]	Rep. Jamel Holley [D]
Rep. Marlene Caride [D]	Rep. Joann Downey [D]	Sen. Brian Stack [D]	Sen. Raymond Lesniak [D]
Sen. Nicholas Scutari [D]	Sen. Jennifer Beck [R]	Sen. Sandra Cunningham [D]	Sen. Teresa Ruiz [D]
Rep. Timothy Eustace [D]	Rep. Herbert Conaway [D]	Rep. Elizabeth Maher Muoio [D]	Rep. Arthur Barclay [D]
Rep. Joe Danielsen [D]	Rep. Gabriela Mosquera [D]","Sen. Loretta Weinberg [D], Sen. Nia Gill [D], Rep. Pamela Lampitt [D], Rep. Grace Spencer [D], Rep. Valerie Huttle [D], Sen. John McKeon [D], Sen. Raj Mukherji [D], Rep. Jamel Holley [D], Rep. Marlene Caride [D], Rep. Joann Downey [D], Sen. Brian Stack [D], Sen. Raymond Lesniak [D], Sen. Nicholas Scutari [D], Sen. Jennifer Beck [R], Sen. Sandra Cunningham [D], Sen. Teresa Ruiz [D], Rep. Timothy Eustace [D], Rep. Herbert Conaway [D], Rep. Elizabeth Maher Muoio [D], Rep. Arthur Barclay [D], Rep. Joe Danielsen [D], Rep. Gabriela Mosquera [D]",22,12,10,0.5454545455,,,,,,,,0,21,1,0,0,0.9545454545
New Jersey,2018,contra_no_share,AB 5508,No cost sharing for FDA approved prescription contraceptives.,"Sen. Andrew Zwicker [D], Rep. Carol Murphy [D], Rep. Shavonda Sumter [D], Sen. Teresa Ruiz [D], Sen. Nellie Pou [D], Rep. Valerie Huttle [D], Rep. Pamela Lampitt [D], Rep. Nancy Pinkin [D], Sen. Angela Mcknight [D], Rep. Clinton Calabrese [D], Rep. Gabriela Mosquera [D], Rep. Mila Jasey [D], Sen. Britnee Timberlake [D], Sen. Linda Greenstein [D], Rep. Herbert Conaway [D], Rep. Roy Freiman [D], Rep. Joann Downey [D], Rep. Yvonne Lopez [D]","Sen. Andrew Zwicker [D], Rep. Carol Murphy [D], Rep. Shavonda Sumter [D], Sen. Teresa Ruiz [D], Sen. Nellie Pou [D], Rep. Valerie Huttle [D], Rep. Pamela Lampitt [D], Rep. Nancy Pinkin [D], Sen. Angela Mcknight [D], Rep. Clinton Calabrese [D], Rep. Gabriela Mosquera [D], Rep. Mila Jasey [D], Sen. Britnee Timberlake [D], Sen. Linda Greenstein [D], Rep. Herbert Conaway [D], Rep. Roy Freiman [D], Rep. Joann Downey [D], Rep. Yvonne Lopez [D]",18,14,4,0.7777777778,,,,,,,,0,18,0,0,0,1
